Timestamp,What group are you observing?,In which task are they?,What is the level of engagement of each student in solving the task? (please mark all that apply) [Student A],What is the level of engagement of each student in solving the task? (please mark all that apply) [Student B],What is the level of engagement of each student in solving the task? (please mark all that apply) [Student C],What is the level of engagement of each student in solving the task? (please mark all that apply) [Student D],What is the level of engagement of each student in solving the task? (please mark all that apply) [Student E],"Please write down some short notes about what the group is doing, especially: what activity they are performing, which student is writing in the diary, whether they are collaborating or rather cooperating, and other problems you may perceive in the collaboration dynamic"
13/12/2017 13:00:40,Group 4,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,Students are making fun
13/12/2017 13:01:10,Group 5,Ohukraater - Survival,"Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,Feedback
13/12/2017 13:01:46,Group 6,Ohukraater - Survival,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,,Submitting feedback. c is sbumitting while a and b are having some talks with teacher 
13/12/2017 13:03:57,Group 1,"Pääsemise laht - Smoke, morse and final report","Interacting with technology (e.g., phone, answer forms) to solve the task",Looking to others as they try to solve the task,Looking to others as they try to solve the task,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,A and d are solving the task. They are eating chocolate that c has bought from the cafeteria. 
13/12/2017 13:04:26,Group 4,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,Stuents are distructed by using other browser in phone. 
13/12/2017 13:04:49,Group 2,"Pääsemise laht - Smoke, morse and final report",Totally disengaged,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Totally disengaged,Totally disengaged,,"Teacher comes to check, B is doing the coding, the others just wait, or play with chairs. Teacher notes they are quite tired."
13/12/2017 13:05:20,Group 3,"Pääsemise laht - Smoke, morse and final report",Looking to others as they try to solve the task,"Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,collaborating 
13/12/2017 13:06:54,Group 5,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"Meeskonnatoo, ruhmatoo, ruhm 4 liikmeline"
13/12/2017 13:07:31,Group 6,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,,C is asking to A to carry the box which has resources. A is asking to teacher. Excellent collaboration
13/12/2017 13:09:04,Group 4,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,I think students are sometimes ditsructed by phone. They are making fun. They are collaborately solving problem.
13/12/2017 13:09:13,Group 1,"Pääsemise laht - Smoke, morse and final report","Interacting with technology (e.g., phone, answer forms) to solve the task",Looking to others as they try to solve the task,Looking to others as they try to solve the task,Looking to others as they try to solve the task,,"A is using the dictionary on-line. C, D and B are helping. A few minutes later they are working together to solve the task. B is talking with his mother on the phone. "
13/12/2017 13:09:40,Group 2,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Looking to others as they try to solve the task","Totally disengaged, Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,"D come back briefly to work, then gives up. AB still talk a bit and try to translate and solve the task. They come back on task again. Teacher comes and they run away"
13/12/2017 13:11:15,Group 5,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Looking to others as they try to solve the task,Looking to others as they try to solve the task,,Student A is writing
13/12/2017 13:11:23,Group 3,"Pääsemise laht - Smoke, morse and final report","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"teacher helping with explaining the task, and they are using guide and info in paper, they brought the tools to make boat using instructions"
13/12/2017 13:12:59,Group 6,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,,Asking to me that where they are supposed to write the answer.
13/12/2017 13:13:48,Group 1,"Pääsemise laht - Smoke, morse and final report",,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,D and c are trying to make the barc to escape. B helps with advice. C is out of the room.
13/12/2017 13:15:14,Group 4,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,Studenrs are making fun with instuments. 
13/12/2017 13:15:19,Group 2,"Pääsemise laht - Smoke, morse and final report","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,"They get the materials for the raft. They start watching the video and building, still mostly in pairs AB CD. Then switch, AD handle the materials, BC support using tech to read, etc. Teacher comes occasionally to explain glue pistol"
13/12/2017 13:15:40,Group 3,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",Talking with their group peers to solve the task,,they are currently making the boat
13/12/2017 13:16:09,Group 5,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",Looking to others as they try to solve the task,Looking to others as they try to solve the task,,Opilased vasinud
13/12/2017 13:17:00,Group 4,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,Students are making fun with instrument which may distract them from learning.
13/12/2017 13:17:54,Group 1,"Pääsemise laht - Smoke, morse and final report",Looking to others as they try to solve the task,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,"B, c, d are solving, a is looking. "
13/12/2017 13:18:34,Group 6,"Pääsemise laht - Smoke, morse and final report","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,, C is reading the script and A is combining the alphabets
13/12/2017 13:20:02,Group 5,"Pääsemise laht - Smoke, morse and final report","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,Meeskonnatoo
13/12/2017 13:20:24,Group 3,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Looking to others as they try to solve the task",,its good they are following each step and working on the boat
13/12/2017 13:21:04,Group 1,"Pääsemise laht - Smoke, morse and final report",Totally disengaged,Looking to others as they try to solve the task,Looking to others as they try to solve the task,Looking to others as they try to solve the task,,"A is thinking on other things. B,c,d are working together. "
13/12/2017 13:22:17,Group 2,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Looking to others as they try to solve the task,"Looking to others as they try to solve the task, Talking with their group peers to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,"They laugh, much concentrated on the building of raft. Occasionally they stop and watch the video, D mostly in control"
13/12/2017 13:23:00,Group 1,"Pääsemise laht - Smoke, morse and final report",Looking to others as they try to solve the task,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Totally disengaged,,"B,c are working together. A is next to them but doesn't help. B is rolling around
 In a chair. "
13/12/2017 13:24:45,Group 6,"Pääsemise laht - Smoke, morse and final report","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,,A went outside and brought stuffs for the activity
13/12/2017 13:24:49,Group 4,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,Students are making fun with instruments. 
13/12/2017 13:25:28,Group 3,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Talking with their group peers to solve the task,Looking to others as they try to solve the task,,the boat is built and testing it on water successfully
13/12/2017 13:25:48,Group 1,"Pääsemise laht - Smoke, morse and final report",Totally disengaged,"Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Totally disengaged,,"D,c rolling around. C,b are solving the task. At 12.23 they consider them selves almost done. "
13/12/2017 13:26:03,Group 2,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Totally disengaged, Looking to others as they try to solve the task",Looking to others as they try to solve the task,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,"They continue building, AD building, BC looking or disengaged. The other group in the room is playing, distracting (probably waiting for glue gun?), "
13/12/2017 13:26:23,Group 5,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,Cooperation
13/12/2017 13:28:37,Group 1,"Pääsemise laht - Smoke, morse and final report",Totally disengaged,"Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",Totally disengaged,,B and c continue because they have some stics left. 
13/12/2017 13:29:39,Group 2,"Pääsemise laht - Smoke, morse and final report","Totally disengaged, Looking to others as they try to solve the task","Totally disengaged, Looking to others as they try to solve the task",Looking to others as they try to solve the task,"Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,"Teacher tries to calm the other group. This group continues building, sometimes distracted talking with the other group. Finish the build and go try it out"
13/12/2017 13:30:38,Group 3,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task",,"Discuss, cooperation"
13/12/2017 13:31:16,Group 6,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,,C is holding glue trigger while a is pressing knob. Excellent coordination
13/12/2017 13:31:53,Group 4,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,Students are making fun and laughing together. They are solving problem with the help of a student from another group who solve the problem earlier. I think this group has lack of sincerity for group work.
13/12/2017 13:33:31,Group 2,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task",,"Trying the raft on water out, laughing. Teacher tells me there will be no final writing activity, they are too tired. B they start wrapping up the equipment"
13/12/2017 13:34:38,Group 1,"Pääsemise laht - Smoke, morse and final report",Totally disengaged,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,"B,c,d look the video and finish. A is looking around"
13/12/2017 13:35:37,Group 2,"Pääsemise laht - Smoke, morse and final report","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,"Answering activity forms, packing up."
13/12/2017 13:35:54,Group 4,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,Group members are making fun
13/12/2017 13:36:14,Group 5,"Pääsemise laht - Smoke, morse and final report","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,Collaboration
13/12/2017 13:36:50,Group 6,"Pääsemise laht - Smoke, morse and final report","Looking to others as they try to solve the task, Talking with their group peers to solve the task","Looking to others as they try to solve the task, Talking with their group peers to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,,Their glue gun is not working
13/12/2017 13:41:30,Group 6,"Pääsemise laht - Smoke, morse and final report","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Talking with their group peers to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,,Other groups came to room and A got engaged with them
13/12/2017 13:41:54,Group 5,"Pääsemise laht - Smoke, morse and final report","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task",,"Tagasiside, feedback"
13/12/2017 13:47:45,Group 5,Päeva kokkuvõte ja tagasiside - Final reflection,"Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"FInal reflection, viimane ulesanne"
13/12/2017 13:48:55,Group 2,Päeva kokkuvõte ja tagasiside - Final reflection,"Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task",,"Now gathered together in the glass room. Teacher instruct them to go to graasp, but they mostly wait."
13/12/2017 13:51:25,Group 6,"Pääsemise laht - Smoke, morse and final report","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Looking to others as they try to solve the task, Interacting with other resources (e.g., paper, QRs, other physical objects) to solve the task",,,A and b are working on Graasp to submit the final feedback
13/12/2017 13:51:38,Group 5,Päeva kokkuvõte ja tagasiside - Final reflection,"Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Talking with their group peers to solve the task, Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task",,"Grasp, tagasiside"
13/12/2017 13:55:06,Group 5,Päeva kokkuvõte ja tagasiside - Final reflection,"Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task, Interacting with external people (observers, teachers, people in the street) to solve the task",,"Feedback, grasp"
13/12/2017 13:55:48,Group 2,Päeva kokkuvõte ja tagasiside - Final reflection,"Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Interacting with technology (e.g., phone, answer forms) to solve the task","Totally disengaged, Interacting with technology (e.g., phone, answer forms) to solve the task",,"Doing the final feedback form. Do they really get why do it? Maybe a few results could be shown in the presentation at the beginning? Teacher announces the winners of the raft competition. It's this group, but they didn't look very excited!"
13/12/2017 13:58:46,Group 5,Päeva kokkuvõte ja tagasiside - Final reflection,"Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task","Interacting with external people (observers, teachers, people in the street) to solve the task",,Final reflaction
